Applicability,Service,Reporting period,Category label,Category of illegal content,"Description of the sub-category ""Other""",Scope,Number of orders to act against illegal content received,Number of specific items of information included in the total number of orders to act against illegal content,Median time to inform the authority of the receipt of the order to act against illegal content,Median time to give effect to the order to act against illegal content,Number of orders to provide information,Median time to inform the authority of the receipt of the order to provide information,Median time to give effect to the order to provide information,Contextual information on number of orders to act against illegal content received,Contextual information on number of specific items of information included in the total number of orders to act against illegal content,Contextual information on Median time to inform the authority of the receipt of the order to act against illegal content,Contextual information on Median time to give effect to the order to act against illegal content,Contextual information on Number of orders to provide information,Contextual information on Median time to inform the authority of the receipt of the order to provide information,Contextual information on Median time to give effect to the order to provide information
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,SE,0,0,,0,19,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",AT,,,,,2,,56,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",BE,,,,,4,,471,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",BG,,,,,7,,184,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",DE,,,,,122,,117,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",DK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",EE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",ES,,,,,6,,293,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",FI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",FR,,,,,29,,119,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",GR,,,,,1,,307,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",HR,,,,,1,,289,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",HU,,,,,5,,122,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",IE,,,,,2,,24,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",IT,,,,,12,,252,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",MT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",NL,,,,,1,,48,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",PL,,,,,9,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",PT,,,,,1,,72,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",RO,,,,,25,,56,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",SE,,,,,14,,220,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10a,KEYWORD_ILLEGAL_ORGANIZATIONS,"Under this category, we consider member state orders for: Fugitive.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",AT,0,0,,0,63,,127,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",BE,0,0,,0,65,,99,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",BG,0,0,,0,7,,1011,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",DE,0,0,,0,1054,,48,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",DK,0,0,,0,1,,428,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",ES,0,0,,0,293,,105,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",FI,0,0,,0,6,,88,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",FR,0,0,,0,1833,,43,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",GR,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",HR,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",HU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",IE,0,0,,0,2,,360,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",IT,0,0,,0,80,,98,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",LU,0,0,,0,3,,7,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",MT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",NL,0,0,,0,131,,73,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",PL,0,0,,0,3,,98,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",PT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",RO,0,0,,0,2,,852,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",SE,0,0,,0,4,,146,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10d,KEYWORD_TERRORIST_CONTENT,"Under this category, we consider member state orders for: National Security Terrorism.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",AT,0,0,,0,1,,25,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",BE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",BG,0,0,,0,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",CZ,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",DE,0,0,,0,12,,166,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",DK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",ES,0,0,,0,3,,151,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",FI,0,0,,0,1,,510,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",FR,0,0,,0,1,,116,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",GR,0,0,,0,1,,100,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",HR,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",HU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",IE,0,0,,0,3,,103,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",IT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",LT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",LV,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",MT,0,0,,0,1,,94,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",NL,0,0,,0,1,,92,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",PL,0,0,,0,2,,852,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",PT,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",RO,0,0,,0,1,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",SE,0,0,,0,1,,247,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 10e,KEYWORD_OTHER,"Under this category, we consider member state orders for: Missing Adult.",SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,AT,0,0,,0,65,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,BE,0,0,,0,41,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,BG,0,0,,0,16,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,CZ,0,0,,0,6,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,DE,0,0,,0,653,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,DK,0,0,,0,9,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,EE,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,ES,0,0,,0,209,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,FI,0,0,,0,11,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,FR,0,0,,0,183,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,GR,0,0,,0,26,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,HR,0,0,,0,3,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,HU,0,0,,0,9,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,IE,0,0,,0,5,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,IT,0,0,,0,86,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,LT,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,LU,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,LV,0,0,,0,1,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,MT,0,0,,0,6,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,NL,0,0,,0,16,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,PL,0,0,,0,27,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,PT,0,0,,0,13,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,RO,0,0,,0,42,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,SE,0,0,,0,39,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,SI,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,SK,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",AT,,,,,5,,144,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",BE,,,,,6,,172,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",BG,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",CY,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",CZ,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",DE,,,,,191,,170,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",DK,,,,,6,,229,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",EE,,,,,1,,48,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",ES,,,,,68,,290,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",FI,,,,,7,,74,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",FR,,,,,57,,145,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",GR,,,,,13,,256,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",HR,,,,,2,,853,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",HU,,,,,2,,568,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",IE,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",IT,,,,,46,,326,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",LT,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",LU,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",LV,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",MT,,,,,2,,75,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",NL,,,,,4,,313,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",PL,,,,,5,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",PT,,,,,3,,1680,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",RO,,,,,22,,227,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",SE,,,,,17,,142,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",SI,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11a,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,"Under this category, we consider member state orders for: Faked Hacked Account.",SK,,,,,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",AT,0,0,,0,60,,94,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",BE,0,0,,0,35,,166,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",BG,0,0,,0,16,,119,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",CY,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",CZ,0,0,,0,6,,93,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",DE,0,0,,0,462,,144,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",DK,0,0,,0,3,,241,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",EE,0,0,,0,0,,0,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",ES,0,0,,0,141,,277,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",FI,0,0,,0,4,,229,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",FR,0,0,,0,126,,140,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",GR,0,0,,0,13,,217,,,,,,,
All,TikTok,2025-07-01/2025-12-31,Category 11g,KEYWORD_OTHER,"Under this category, we consider member state orders for: Extortion Blackmail.",HR,0,0,,0,1,,1680,,,,,,,
